channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Bein Sports extra HD ;http://136.243.177.164/DIEMASPORT2/playlist.m3u8;
channel-id=102" ;tvg-id="wow tv | hd tvg-logo=" ;tvg-logo="https://i.imgur.com/zoioeqg.png" ;group-title="tdt latino y mas" ;tv agro | sd | medellín ;http://179.1.7.198:1935/live/tvagrohd.stream_360p/chunklist_w842594670.m3u8;
channel-id=102" ;tvg-id="wow tv | hd tvg-logo=" ;tvg-logo="https://i.imgur.com/zoioeqg.png" ;group-title="tdt latino y mas" ;microvision ;http://190.103.183.24:1935/live/microhd/chunklist_w1105794626.m3u8;
channel-id="-1" ;tvg-id="480" ;tvg-logo="https://i.imgur.com/xGkDbcR.png" ;group-title="SANTA FE" ;WOW ;http://190.103.183.24:1935/live/MicroHD/playlist.m3u8;
channel-id=102" ;tvg-id="wow tv | hd tvg-logo=" ;tvg-logo="https://i.imgur.com/zoioeqg.png" ;group-title="tdt latino y mas" ;readytv ;http://190.103.183.24:1935/readytv/readyhd/.m3u8;
channel-id=102" ;tvg-id="ESBA220000766" ;tvg-logo="https://i.imgur.com/xGkDbcR.png" ;group-title="CINE" ;WOW ;http://190.103.183.24:1935/ReadyTV/ReadyHD/chunklist.m3u8;
channel-id=102" ;tvg-id="wow tv | hd tvg-logo=" ;tvg-logo="https://i.imgur.com/zoioeqg.png" ;group-title="tdt latino y mas" ;readytv ;http://190.103.183.24:1935/readytv/readyhd/chunklist_w1940231996.m3u8;
channel-id=102" ;tvg-id="ESBA220000766" ;tvg-logo="https://es.live-tv-channels.org/pt-data/uploads/logo/do-vallevision-canal-10-9607-768x576.jpg" ;group-title="CINE" ;VALLEVISION ;http://190.103.183.24:1935/Vallevision/ValleHD/playlist.m3u8;
channel-id="4772" ;tvg-id="480" ;tvg-logo="https://www.m3u.cl/logo/495_Canal_Capital.png" ;group-title="SANTA FE" ;Canal Capital | CO ;http://190.122.96.187:8888/http/002;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Sky Sport 1 HD DE ;http://195.158.29.129/live_360/live.stream+_360p.m3u8;
channel-id="2488" ;tvg-id="480" ;tvg-logo="https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Logo_de_Se%C3%B1al_Colombia.png/1200px-Logo_de_Se%C3%B1al_Colombia.png" ;group-title="SANTA FE" ;SEÑAL COLOMBIA ;http://200.24.159.179:8500/play/a01m;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Movistar Deportes ;http://200.54.19.131:8500/play/a0do;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Nickelodeon ;http://200.54.19.131:8500/play/a0ea;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Disney Xd ;http://200.54.19.131:8500/play/a0g5;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;ESPNU ;http://200.54.19.131:8500/play/a0gi/index.m3u8;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Nickelodeon ;http://200.54.19.131:8500/play/a0h8;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Cartoon Network ;http://200.54.19.131:8500/play/a0h9;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Nat Geo Kids ;http://200.54.19.131:8500/play/a0j1;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Nat Geo Kids ;http://200.54.19.131:8500/play/a0j3;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Disney Channel ;http://200.54.19.131:8500/play/a0jr;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Tooncast ;http://200.54.19.131:8500/play/a0js;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Setanta Sports + ;http://200.54.19.131:8500/play/a0k9;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Boomerang ;http://200.54.19.131:8500/play/a0kf;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;A&E ;http://200.54.19.131:8500/play/a0kt/index.m3u8;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Tooncast ;http://200.54.19.131:8500/play/a0l2;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Discovery Kids ;http://200.54.19.131:8500/play/a0m1;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;ESPN2 ;http://200.54.19.131:8500/play/a0m4/index.m3u8;
channel-id=99" ;tvg-id="tv peru tvg-logo=" ;tvg-logo="" ;group-title="spliktv" ;tv peru ;http://213.151.233.20:8000/dna-6233-tv-pc/hls/4004v105.m3u8;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Gospel Music 4U ;http://30a-tv.com/music.m3u8?OPT:http-reconnect=true;
channel-id=102" ;tvg-id="ESBA220000766" ;tvg-logo="https://es.live-tv-channels.org/pt-data/uploads/logo/do-vallevision-canal-10-9607-768x576.jpg" ;group-title="CINE" ;VALLEVISION http://190.103.183.24:1935/Vallevision/ValleHD/playlist.m3u8 ;http://45.179.140.242:8000/play/a0jf;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;SANTA FE CANAL http://api.new.livestream.com/accounts/22636012/events/8242619/live.m3u8 ;http://45.179.140.242:8000/play/a0kw;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Sky Sport 2 HD DE ;http://45.92.69.211:8001/play/a0bk;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Sky Sport 2 HD DE ;http://45.92.69.211:8001/play/a0c9;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Sky Bundesliga HD 2 ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/1.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Pequeradio TV ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/14.ts;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;CANAL COCINA ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/15.ts|User-agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;#EXTVLCOPT:http-user-agent=cp_21221 ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/16.ts;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;SYFY HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/17.ts|User-agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;CALLE 13 HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/18.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;AXN WHITE HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/19.ts |User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Sky Bundesliga HD 2 ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/2.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;FOX HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/20.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;#EXTVLCOPT:http-user-agent=cp_21221 ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/21.ts;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;A&E ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/22.ts;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;NAT GEO HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/23.ts|User-agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;NG WILD HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/25.ts|User-agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;NG WILD HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/26.ts|User-agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;EUROSPORT1 HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/27.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Sky Bundesliga HD 1 ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/28.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;TOROS HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/29.ts|User-agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;SYFY HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/3.ts|User-agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;M.FORMULA1 HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/30.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;M.LCAMPEONES HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/32.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;LA LIGA HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/33.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;Movistar Deportes ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/34.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;M. GOLF HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/35.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;LALIGATV BAR ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/36.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;M. DEPORTES HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/37.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;M.LCAMPEONES HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/38.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;TCM HD ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/39.ts|User-Agent=cp_21221;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;#EXTVLCOPT:http-user-agent=cp_21221 ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/40.ts;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;M.CineDoc&Roll ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/41.ts;
channel-id=102" ;tvg-id="480" ;tvg-logo="https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8LPw-2NROAydBROCEBS7Vh2pGq4r_ecijUDPNjVXKcitaXEnojMVM3Nsh2SWR9brUJW0&usqp=CAU" ;group-title="SANTA FE" ;#EXTVLCOPT:http-user-agent=cp_21221 ;http://51.210.33.224:8000/live/iOSnopCadr988h/tosoNoSuppotersaA127/42.ts;
